"Project_name","SiteID","sys_sample_code","chemical_name","sample_date","cas_rn","fraction","result_value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers"
"Wallkill RAS 2018","13-MONH-0.4","13-MONH-0.4-10042018-W","Calcium",2018-10-04 09:00:00,"7440-70-2","T",37000,"ug/l",110,"ug/l",1000,"","A",""
"Wallkill RAS 2018","13-MONH-0.4","13-MONH-0.4-10042018-W","CHLORIDE (AS CL)",2018-10-04 09:00:00,"16887-00-6","T",75.7,"mg/l",0.2,"mg/l",2,"","A",""
"Wallkill RAS 2018","13-MONH-0.4","13-MONH-0.4-10042018-W","Chlorophyll A",2018-10-04 09:00:00,"479-61-8","T",1.16,"ug/l",NA,"ug/l",0.15,"","A",""
"Wallkill RAS 2018","13-MONH-0.4","13-MONH-0.4-10042018-W","Copper",2018-10-04 09:00:00,"7440-50-8","T",3.5,"ug/l",0.66,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-MONH-0.4","13-MONH-0.4-10042018-W","HARDNESS (AS CACO3)",2018-10-04 09:00:00,"HARD","T",115,"mg/l",NA,"mg/l",6.62,"","A",""
"Wallkill RAS 2018","13-MONH-0.4","13-MONH-0.4-10042018-W","Iron",2018-10-04 09:00:00,"7439-89-6","T",493,"ug/l",13,"ug/l",100,"","A",""
"Wallkill RAS 2018","13-MONH-0.4","13-MONH-0.4-10042018-W","Lead",2018-10-04 09:00:00,"7439-92-1","T",1.2,"ug/l",0.067,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-MONH-0.4","13-MONH-0.4-10042018-W","Magnesium",2018-10-04 09:00:00,"7439-95-4","T",5540,"ug/l",29,"ug/l",1000,"","A",""
"Wallkill RAS 2018","13-MONH-0.4","13-MONH-0.4-10042018-W","Nickel",2018-10-04 09:00:00,"7440-02-0","T",1.4,"ug/l",0.26,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-MONH-0.4","13-MONH-0.4-10042018-W","Nitrate+Nitrite as Nitrogen",2018-10-04 09:00:00,"NO3NO2N","T",0.376,"mg/l",7e-04,"mg/l",0.002,"","A",""
"Wallkill RAS 2018","13-MONH-0.4","13-MONH-0.4-10042018-W","Nitrogen",2018-10-04 09:00:00,"KN","T",0.93,"mg/l",NA,"mg/l",0.1,"","A",""
"Wallkill RAS 2018","13-MONH-0.4","13-MONH-0.4-10042018-W","Nitrogen, ammonia (As N)",2018-10-04 09:00:00,"7664-41-7","T",0.0176,"mg/l",8e-04,"mg/l",0.005,"","A",""
"Wallkill RAS 2018","13-MONH-0.4","13-MONH-0.4-10042018-W","NITROGEN, KJELDAHL, TOTAL",2018-10-04 09:00:00,"KN","T",0.56,"mg/l",0.08,"mg/l",0.1,"","A",""
"Wallkill RAS 2018","13-MONH-0.4","13-MONH-0.4-10042018-W","NITROGEN, NITRATE (AS N)",2018-10-04 09:00:00,"14797-55-8","T",0.376,"mg/l",NA,"mg/l",0.01,"","A",""
"Wallkill RAS 2018","13-MONH-0.4","13-MONH-0.4-10042018-W","NITROGEN, NITRITE",2018-10-04 09:00:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Wallkill RAS 2018","13-MONH-0.4","13-MONH-0.4-10042018-W","PHOSPHORUS, TOTAL (AS P)",2018-10-04 09:00:00,"7723-14-0","T",0.0664,"mg/l",0.002,"mg/l",0.005,"","A",""
"Wallkill RAS 2018","13-MONH-0.4","13-MONH-0.4-10042018-W","Silver",2018-10-04 09:00:00,"7440-22-4","T",NA,"ug/l",0.039,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Wallkill RAS 2018","13-MONH-0.4","13-MONH-0.4-10042018-W","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",2018-10-04 09:00:00,"TDS","T",270,"mg/l",4,"mg/l",10,"","A",""
"Wallkill RAS 2018","13-MONH-0.4","13-MONH-0.4-10042018-W","TURBIDITY",2018-10-04 09:00:00,"TURB","T",3.63,"ntu",0.06,"ntu",0.1,"","A",""
"Wallkill RAS 2018","13-MONH-0.4","13-MONH-0.4-10042018-W","Zinc",2018-10-04 09:00:00,"7440-66-6","T",5.1,"ug/l",2.5,"ug/l",5,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07112018-W","ALKALINITY, TOTAL (AS CaCO3)",2018-07-11 14:10:00,"ALK","T",150,"mg/l",1,"mg/l",2,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07112018-W","Aluminum",2018-07-11 14:10:00,"7429-90-5","T",25.1,"ug/l",2.3,"ug/l",10,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07112018-W","Arsenic",2018-07-11 14:10:00,"7440-38-2","T",1.2,"ug/l",0.39,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07112018-W","Cadmium",2018-07-11 14:10:00,"7440-43-9","T",NA,"ug/l",0.064,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07112018-W","Calcium",2018-07-11 14:10:00,"7440-70-2","T",79200,"ug/l",110,"ug/l",1000,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07112018-W","CHLORIDE (AS CL)",2018-07-11 14:10:00,"16887-00-6","T",292,"mg/l",2,"mg/l",20,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07112018-W","Chlorophyll A",2018-07-11 14:10:00,"479-61-8","T",1.32,"ug/l",NA,"ug/l",0.038,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07112018-W","Copper",2018-07-11 14:10:00,"7440-50-8","T",5.1,"ug/l",0.66,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07112018-W","HARDNESS (AS CACO3)",2018-07-11 14:10:00,"HARD","T",247,"mg/l",NA,"mg/l",6.62,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07112018-W","Iron",2018-07-11 14:10:00,"7439-89-6","T",249,"ug/l",13,"ug/l",100,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07112018-W","Lead",2018-07-11 14:10:00,"7439-92-1","T",0.64,"ug/l",0.067,"ug/l",1,"J","J","estimated value due to lab error"
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07112018-W","Magnesium",2018-07-11 14:10:00,"7439-95-4","T",12000,"ug/l",29,"ug/l",1000,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07112018-W","Nickel",2018-07-11 14:10:00,"7440-02-0","T",2,"ug/l",0.26,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07112018-W","Nitrate+Nitrite as Nitrogen",2018-07-11 14:10:00,"NO3NO2N","T",1.31,"mg/l",7e-04,"mg/l",0.002,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07112018-W","Nitrogen",2018-07-11 14:10:00,"KN","T",2.11,"mg/l",NA,"mg/l",0.2,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07112018-W","Nitrogen, ammonia (As N)",2018-07-11 14:10:00,"7664-41-7","T",0.194,"mg/l",8e-04,"mg/l",0.005,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07112018-W","NITROGEN, KJELDAHL, TOTAL",2018-07-11 14:10:00,"KN","T",0.8,"mg/l",0.08,"mg/l",0.2,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07112018-W","NITROGEN, NITRATE (AS N)",2018-07-11 14:10:00,"14797-55-8","T",1.08,"mg/l",NA,"mg/l",0.01,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07112018-W","NITROGEN, NITRITE",2018-07-11 14:10:00,"14797-65-0","T",0.237,"mg/l",0.007,"mg/l",0.01,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07112018-W","PHOSPHORUS, TOTAL (AS P)",2018-07-11 14:10:00,"7723-14-0","T",0.16,"mg/l",0.01,"mg/l",0.025,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07112018-W","Silver",2018-07-11 14:10:00,"7440-22-4","T",NA,"ug/l",0.039,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07112018-W","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",2018-07-11 14:10:00,"TDS","T",700,"mg/l",4,"mg/l",10,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07112018-W","TURBIDITY",2018-07-11 14:10:00,"TURB","T",1.47,"ntu",0.06,"ntu",0.1,"","R","Equipment Blank error"
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07112018-W","Zinc",2018-07-11 14:10:00,"7440-66-6","T",29.2,"ug/l",2.5,"ug/l",5,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07252018-WS","ALKALINITY, TOTAL (AS CaCO3)",2018-07-25 15:00:00,"ALK","T",70.8,"mg/l",1,"mg/l",2,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07252018-WS","Aluminum",2018-07-25 15:00:00,"7429-90-5","T",327,"ug/l",23,"ug/l",100,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07252018-WS","Arsenic",2018-07-25 15:00:00,"7440-38-2","T",1.3,"ug/l",0.39,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07252018-WS","Cadmium",2018-07-25 15:00:00,"7440-43-9","T",NA,"ug/l",0.064,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07252018-WS","Calcium",2018-07-25 15:00:00,"7440-70-2","T",33300,"ug/l",110,"ug/l",1000,"E","J","estimated value due to lab error"
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07252018-WS","CHLORIDE (AS CL)",2018-07-25 15:00:00,"16887-00-6","T",98.4,"mg/l",0.2,"mg/l",2,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07252018-WS","Chlorophyll A",2018-07-25 15:00:00,"479-61-8","T",2.34,"ug/l",NA,"ug/l",0.21,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07252018-WS","Copper",2018-07-25 15:00:00,"7440-50-8","T",7.9,"ug/l",0.66,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07252018-WS","HARDNESS (AS CACO3)",2018-07-25 15:00:00,"HARD","T",103,"mg/l",NA,"mg/l",6.62,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07252018-WS","Iron",2018-07-25 15:00:00,"7439-89-6","T",848,"ug/l",13,"ug/l",100,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07252018-WS","Lead",2018-07-25 15:00:00,"7439-92-1","T",3.9,"ug/l",0.067,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07252018-WS","Magnesium",2018-07-25 15:00:00,"7439-95-4","T",4780,"ug/l",29,"ug/l",1000,"E","J","estimated value due to lab error"
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07252018-WS","Nickel",2018-07-25 15:00:00,"7440-02-0","T",1.9,"ug/l",0.26,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07252018-WS","Nitrate+Nitrite as Nitrogen",2018-07-25 15:00:00,"NO3NO2N","T",0.433,"mg/l",7e-04,"mg/l",0.002,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07252018-WS","Nitrogen",2018-07-25 15:00:00,"KN","T",1.16,"mg/l",NA,"mg/l",0.2,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07252018-WS","Nitrogen, ammonia (As N)",2018-07-25 15:00:00,"7664-41-7","T",0.0825,"mg/l",8e-04,"mg/l",0.005,"","R","Equipment Blank error ; Precision error"
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07252018-WS","NITROGEN, KJELDAHL, TOTAL",2018-07-25 15:00:00,"KN","T",0.72,"mg/l",0.08,"mg/l",0.2,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07252018-WS","NITROGEN, NITRATE (AS N)",2018-07-25 15:00:00,"14797-55-8","T",0.418,"mg/l",NA,"mg/l",0.01,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07252018-WS","NITROGEN, NITRITE",2018-07-25 15:00:00,"14797-65-0","T",0.015,"mg/l",0.007,"mg/l",0.01,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07252018-WS","PHOSPHORUS, TOTAL (AS P)",2018-07-25 15:00:00,"7723-14-0","T",0.098,"mg/l",0.002,"mg/l",0.005,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07252018-WS","Silver",2018-07-25 15:00:00,"7440-22-4","T",NA,"ug/l",0.039,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07252018-WS","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",2018-07-25 15:00:00,"TDS","T",287,"mg/l",4,"mg/l",10,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07252018-WS","TURBIDITY",2018-07-25 15:00:00,"TURB","T",14,"ntu",0.06,"ntu",0.1,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-07252018-WS","Zinc",2018-07-25 15:00:00,"7440-66-6","T",19.7,"ug/l",2.5,"ug/l",5,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-081618-WS","ALKALINITY, TOTAL (AS CaCO3)",2018-08-16 13:41:00,"ALK","T",120,"mg/l",1,"mg/l",2,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-081618-WS","Aluminum",2018-08-16 13:41:00,"7429-90-5","T",463,"ug/l",11.5,"ug/l",50,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-081618-WS","Arsenic",2018-08-16 13:41:00,"7440-38-2","T",1.5,"ug/l",0.39,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-081618-WS","Cadmium",2018-08-16 13:41:00,"7440-43-9","T",0.6,"ug/l",0.064,"ug/l",1,"J","J","estimated value due to lab error"
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-081618-WS","Calcium",2018-08-16 13:41:00,"7440-70-2","T",52800,"ug/l",110,"ug/l",1000,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-081618-WS","CHLORIDE (AS CL)",2018-08-16 13:41:00,"16887-00-6","T",32.6,"mg/l",0.2,"mg/l",2,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-081618-WS","Chlorophyll A",2018-08-16 13:41:00,"479-61-8","T",1.94,"ug/l",NA,"ug/l",0.083,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-081618-WS","Copper",2018-08-16 13:41:00,"7440-50-8","T",5.6,"ug/l",0.66,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-081618-WS","HARDNESS (AS CACO3)",2018-08-16 13:41:00,"HARD","T",162,"mg/l",NA,"mg/l",6.62,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-081618-WS","Iron",2018-08-16 13:41:00,"7439-89-6","T",848,"ug/l",13,"ug/l",100,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-081618-WS","Lead",2018-08-16 13:41:00,"7439-92-1","T",3.6,"ug/l",0.067,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-081618-WS","Magnesium",2018-08-16 13:41:00,"7439-95-4","T",7310,"ug/l",29,"ug/l",1000,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-081618-WS","Nickel",2018-08-16 13:41:00,"7440-02-0","T",2.4,"ug/l",0.26,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-081618-WS","Nitrate+Nitrite as Nitrogen",2018-08-16 13:41:00,"NO3NO2N","T",0.562,"mg/l",7e-04,"mg/l",0.002,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-081618-WS","Nitrogen",2018-08-16 13:41:00,"KN","T",1.35,"mg/l",NA,"mg/l",0.2,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-081618-WS","Nitrogen, ammonia (As N)",2018-08-16 13:41:00,"7664-41-7","T",0.112,"mg/l",8e-04,"mg/l",0.005,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-081618-WS","NITROGEN, KJELDAHL, TOTAL",2018-08-16 13:41:00,"KN","T",0.79,"mg/l",0.08,"mg/l",0.2,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-081618-WS","NITROGEN, NITRATE (AS N)",2018-08-16 13:41:00,"14797-55-8","T",0.538,"mg/l",NA,"mg/l",0.01,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-081618-WS","NITROGEN, NITRITE",2018-08-16 13:41:00,"14797-65-0","T",0.024,"mg/l",0.007,"mg/l",0.01,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-081618-WS","PHOSPHORUS, TOTAL (AS P)",2018-08-16 13:41:00,"7723-14-0","T",0.0831,"mg/l",0.002,"mg/l",0.005,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-081618-WS","Silver",2018-08-16 13:41:00,"7440-22-4","T",NA,"ug/l",0.039,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-081618-WS","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",2018-08-16 13:41:00,"TDS","T",416,"mg/l",4,"mg/l",10,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-081618-WS","TURBIDITY",2018-08-16 13:41:00,"TURB","T",19.6,"ntu",0.06,"ntu",0.1,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-081618-WS","Zinc",2018-08-16 13:41:00,"7440-66-6","T",9.1,"ug/l",2.5,"ug/l",5,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-09052018-W","ALKALINITY, TOTAL (AS CaCO3)",2018-09-05 14:09:00,"ALK","T",141,"mg/l",1,"mg/l",2,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-09052018-W","Aluminum",2018-09-05 14:09:00,"7429-90-5","T",54.4,"ug/l",2.3,"ug/l",10,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-09052018-W","Arsenic",2018-09-05 14:09:00,"7440-38-2","T",1.2,"ug/l",0.39,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-09052018-W","Cadmium",2018-09-05 14:09:00,"7440-43-9","T",NA,"ug/l",0.064,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-09052018-W","Calcium",2018-09-05 14:09:00,"7440-70-2","T",72700,"ug/l",110,"ug/l",1000,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-09052018-W","CHLORIDE (AS CL)",2018-09-05 14:09:00,"16887-00-6","T",213,"mg/l",0.6,"mg/l",10,"","R","Accuracy error"
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-09052018-W","Chlorophyll A",2018-09-05 14:09:00,"479-61-8","T",1.07,"ug/l",NA,"ug/l",0.16,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-09052018-W","Copper",2018-09-05 14:09:00,"7440-50-8","T",5.3,"ug/l",0.66,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-09052018-W","HARDNESS (AS CACO3)",2018-09-05 14:09:00,"HARD","T",224,"mg/l",NA,"mg/l",6.62,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-09052018-W","Iron",2018-09-05 14:09:00,"7439-89-6","T",220,"ug/l",13,"ug/l",100,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-09052018-W","Lead",2018-09-05 14:09:00,"7439-92-1","T",0.58,"ug/l",0.067,"ug/l",1,"J","J","estimated value due to lab error"
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-09052018-W","Magnesium",2018-09-05 14:09:00,"7439-95-4","T",10300,"ug/l",29,"ug/l",1000,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-09052018-W","Nickel",2018-09-05 14:09:00,"7440-02-0","T",1.3,"ug/l",0.26,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-09052018-W","Nitrate+Nitrite as Nitrogen",2018-09-05 14:09:00,"NO3NO2N","T",0.658,"mg/l",7e-04,"mg/l",0.002,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-09052018-W","Nitrogen",2018-09-05 14:09:00,"KN","T",1.08,"mg/l",NA,"mg/l",0.1,"","J","estimated value due to Equipment Blank error"
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-09052018-W","Nitrogen, ammonia (As N)",2018-09-05 14:09:00,"7664-41-7","T",0.0324,"mg/l",8e-04,"mg/l",0.005,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-09052018-W","NITROGEN, KJELDAHL, TOTAL",2018-09-05 14:09:00,"KN","T",0.42,"mg/l",0.08,"mg/l",0.1,"","T",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-09052018-W","NITROGEN, NITRATE (AS N)",2018-09-05 14:09:00,"14797-55-8","T",0.658,"mg/l",NA,"mg/l",0.01,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-09052018-W","NITROGEN, NITRITE",2018-09-05 14:09:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-09052018-W","PHOSPHORUS, TOTAL (AS P)",2018-09-05 14:09:00,"7723-14-0","T",0.0541,"mg/l",0.002,"mg/l",0.005,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-09052018-W","Silver",2018-09-05 14:09:00,"7440-22-4","T",NA,"ug/l",0.039,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-09052018-W","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",2018-09-05 14:09:00,"TDS","T",563,"mg/l",4,"mg/l",10,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-09052018-W","TURBIDITY",2018-09-05 14:09:00,"TURB","T",2.04,"ntu",0.06,"ntu",0.1,"","R","Equipment Blank error"
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-09052018-W","Zinc",2018-09-05 14:09:00,"7440-66-6","T",3.1,"ug/l",2.5,"ug/l",5,"J","J","estimated value due to lab error"
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-10032018-W","ALKALINITY, TOTAL (AS CaCO3)",2018-10-03 15:05:00,"ALK","T",84,"mg/l",1,"mg/l",2,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-10032018-W","Aluminum",2018-10-03 15:05:00,"7429-90-5","T",157,"ug/l",2.3,"ug/l",10,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-10032018-W","Arsenic",2018-10-03 15:05:00,"7440-38-2","T",0.92,"ug/l",0.39,"ug/l",1,"J","J","estimated value due to lab error"
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-10032018-W","Cadmium",2018-10-03 15:05:00,"7440-43-9","T",NA,"ug/l",0.064,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-10032018-W","Calcium",2018-10-03 15:05:00,"7440-70-2","T",32400,"ug/l",110,"ug/l",1000,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-10032018-W","CHLORIDE (AS CL)",2018-10-03 15:05:00,"16887-00-6","T",68.3,"mg/l",0.3,"mg/l",4,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-10032018-W","Chlorophyll A",2018-10-03 15:05:00,"479-61-8","T",3.67,"ug/l",NA,"ug/l",0.11,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-10032018-W","Copper",2018-10-03 15:05:00,"7440-50-8","T",4,"ug/l",0.66,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-10032018-W","HARDNESS (AS CACO3)",2018-10-03 15:05:00,"HARD","T",100,"mg/l",NA,"mg/l",6.62,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-10032018-W","Iron",2018-10-03 15:05:00,"7439-89-6","T",422,"ug/l",13,"ug/l",100,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-10032018-W","Lead",2018-10-03 15:05:00,"7439-92-1","T",0.98,"ug/l",0.067,"ug/l",1,"J","J","estimated value due to lab error"
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-10032018-W","Magnesium",2018-10-03 15:05:00,"7439-95-4","T",4680,"ug/l",29,"ug/l",1000,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-10032018-W","Nickel",2018-10-03 15:05:00,"7440-02-0","T",0.96,"ug/l",0.26,"ug/l",1,"J","J","estimated value due to lab error"
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-10032018-W","Nitrate+Nitrite as Nitrogen",2018-10-03 15:05:00,"NO3NO2N","T",0.619,"mg/l",7e-04,"mg/l",0.002,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-10032018-W","Nitrogen",2018-10-03 15:05:00,"KN","T",1.16,"mg/l",NA,"mg/l",0.1,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-10032018-W","Nitrogen, ammonia (As N)",2018-10-03 15:05:00,"7664-41-7","T",0.018,"mg/l",8e-04,"mg/l",0.005,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-10032018-W","NITROGEN, KJELDAHL, TOTAL",2018-10-03 15:05:00,"KN","T",0.54,"mg/l",0.08,"mg/l",0.1,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-10032018-W","NITROGEN, NITRATE (AS N)",2018-10-03 15:05:00,"14797-55-8","T",0.619,"mg/l",NA,"mg/l",0.01,"","A",""
"Wallkill RAS 2018","13-MONH-4.1","13-MONH-4.1-10032018-W","NITROGEN, NITRITE",2018-10-03 15:05:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
